query,page,clicks,impressions,ctr,position,previous_clicks,previous_impressions,previous_ctr,previous_position,business_relevance,intent_distinct,evidence_ready,indexing_state
scottchen,https://www.scottchentools.com/,0,37,0,12.38,0,0,0,100,5,3,2,indexed
